ZT,TimeDay,Wake,PS,SWS,Artifact,Genotype,Transmitter,Day
20,2:30:00-3:00:00,7.0,1.0,22,0.0,McKO,1067034,4
21,3:00:00-3:30:00,0.8,3.2,25.8,0.2,McKO,1067034,4
21,3:30:00-4:00:00,2.7,3.5,23.7,0.2,McKO,1067034,4
22,4:00:00-4:30:00,27.8,0.2,2,0.0,McKO,1067034,4
22,4:30:00-5:00:00,26.3,0.0,3.5,0.2,McKO,1067034,4
23,5:00:00-5:30:00,0.8,2.0,27.2,0.0,McKO,1067034,4
23,5:30:00-6:00:00,0.2,4.8,25,0.0,McKO,1067034,4
0,6:00:00-6:30:00,2.2,1.8,25.7,0.3,McKO,1067034,4
0,6:30:00-7:00:00,5.0,2.0,22.8,0.2,McKO,1067034,4
1,7:00:00-7:30:00,18.3,0.7,10.7,0.3,McKO,1067034,4
1,7:30:00-8:00:00,2.5,2.5,24.7,0.3,McKO,1067034,4
2,8:00:00-8:30:00,2.0,2.2,25.8,0.0,McKO,1067034,4
2,8:30:00-9:00:00,2.2,5.2,22.5,0.2,McKO,1067034,4
3,9:00:00-9:30:00,12.7,0.0,17.2,0.2,McKO,1067034,4
3,9:30:00-10:00:00,18.0,0.5,11,0.5,McKO,1067034,4
4,10:00:00-10:30:00,1.2,2.7,25.8,0.3,McKO,1067034,4
4,10:30:00-11:00:00,2.3,1.7,26,0.0,McKO,1067034,4
5,11:00:00-11:30:00,5.0,1.5,23,0.5,McKO,1067034,4
5,11:30:00-12:00:00,0.5,3.3,26,0.2,McKO,1067034,4
6,12:00:00-12:30:00,9.5,3.7,16.5,0.3,McKO,1067034,4
6,12:30:00-13:00:00,23.2,0.5,6.3,0.0,McKO,1067034,4
7,13:00:00-13:30:00,2.0,2.8,25,0.2,McKO,1067034,4
7,13:30:00-14:00:00,1.7,3.5,24.7,0.2,McKO,1067034,4
8,14:00:00-14:30:00,12.5,3.8,13.3,0.3,McKO,1067034,4
8,14:30:00-15:00:00,4.5,1.5,23.8,0.2,McKO,1067034,4
9,15:00:00-15:30:00,14.2,2.0,13.5,0.3,McKO,1067034,4
9,15:30:00-16:00:00,0.2,4.8,24.8,0.2,McKO,1067034,4
10,16:00:00-16:30:00,14.8,0.3,14.2,0.7,McKO,1067034,4
10,16:30:00-17:00:00,11.7,2.0,16.2,0.2,McKO,1067034,4
11,17:00:00-17:30:00,17.5,0.2,11.8,0.5,McKO,1067034,4
12,18:00:00-18:30:00,16.3,0.7,12.5,0.5,McKO,1067034,4
12,18:30:00-19:00:00,1.5,2.0,26.5,0.0,McKO,1067034,4
13,19:00:00-19:30:00,0.5,2.0,27.3,0.2,McKO,1067034,4
13,19:30:00-20:00:00,17.3,3.7,8.3,0.7,McKO,1067034,4
14,20:00:00-20:30:00,10.7,0.8,18.5,0.0,McKO,1067034,4
14,20:30:00-21:00:00,24.2,0.7,5,0.2,McKO,1067034,4
15,21:00:00-21:30:00,19.5,0.0,10.3,0.2,McKO,1067034,4
15,21:30:00-22:00:00,0.3,3.0,26.7,0.0,McKO,1067034,4
16,22:00:00-22:30:00,0.5,2.3,27.2,0.0,McKO,1067034,4
16,22:30:00-23:00:00,17.3,0.5,11.7,0.5,McKO,1067034,4
17,23:00:00-23:30:00,25.0,0.0,5,0.0,McKO,1067034,4
17,23:30:00-0:00:00,23.2,0.0,6.8,0.0,McKO,1067034,4
18,0:00:00-0:30:00,0.8,2.5,26.7,0.0,McKO,1067034,5
18,0:30:00-1:00:00,4.5,2.0,23.2,0.3,McKO,1067034,5
19,1:00:00-1:30:00,8.0,1.8,19.8,0.3,McKO,1067034,5
19,1:30:00-2:00:00,3.2,0.5,26,0.3,McKO,1067034,5
20,2:00:00-2:30:00,29.3,0.0,0.5,0.2,McKO,1067034,5
20,2:30:00-3:00:00,25.8,0.2,3.5,0.5,McKO,1067034,5
21,3:00:00-3:30:00,3.7,0.7,25.7,0.0,McKO,1067034,5
21,3:30:00-4:00:00,1.0,0.8,28,0.2,McKO,1067034,5
22,4:00:00-4:30:00,19.0,1.0,9.8,0.2,McKO,1067034,5
22,4:30:00-5:00:00,16.3,0.2,13.3,0.2,McKO,1067034,5
23,5:00:00-5:30:00,10.8,1.8,17.3,0.0,McKO,1067034,5
23,5:30:00-6:00:00,0.2,3.2,26.7,0.0,McKO,1067034,5
0,6:00:00-6:30:00,3.5,2.7,23.5,0.3,McKO,1067034,5
0,6:30:00-7:00:00,3.8,1.7,24.3,0.2,McKO,1067034,5
1,7:00:00-7:30:00,19.0,0.8,10,0.2,McKO,1067034,5
1,7:30:00-8:00:00,9.5,0.7,19.8,0.0,McKO,1067034,5
2,8:00:00-8:30:00,0.0,1.5,28.5,0.0,McKO,1067034,5
2,8:30:00-9:00:00,0.7,3.8,25.3,0.2,McKO,1067034,5
3,9:00:00-9:30:00,18.3,3.5,7.3,0.8,McKO,1067034,5
3,9:30:00-10:00:00,8.8,2.7,18,0.5,McKO,1067034,5
4,10:00:00-10:30:00,0.5,1.8,27.5,0.2,McKO,1067034,5
4,10:30:00-11:00:00,0.2,6.7,23.2,0.0,McKO,1067034,5
5,11:00:00-11:30:00,14.8,0.3,14.2,0.7,McKO,1067034,5
5,11:30:00-12:00:00,4.5,2.0,23.5,0.0,McKO,1067034,5
6,12:00:00-12:30:00,0.0,6.7,23.2,0.2,McKO,1067034,5
6,12:30:00-13:00:00,16.0,1.3,12.5,0.2,McKO,1067034,5
7,13:00:00-13:30:00,2.2,5.7,22.2,0.0,McKO,1067034,5
7,13:30:00-14:00:00,0.0,4.0,25.7,0.3,McKO,1067034,5
8,14:00:00-14:30:00,1.8,2.8,25.3,0.0,McKO,1067034,5
8,14:30:00-15:00:00,18.5,0.0,10.2,1.3,McKO,1067034,5
9,15:00:00-15:30:00,7.5,2.2,20,0.3,McKO,1067034,5
9,15:30:00-16:00:00,1.3,4.2,24.5,0.0,McKO,1067034,5
10,16:00:00-16:30:00,7.0,3.0,19.8,0.2,McKO,1067034,5
10,16:30:00-17:00:00,15.3,1.3,13.2,0.2,McKO,1067034,5
11,17:00:00-17:30:00,6.7,0.0,23.2,0.2,McKO,1067034,5
11,17:30:00-18:00:00,23.3,0.2,6,0.3,McKO,1067034,5
12,18:00:00-18:30:00,13.7,0.2,15.7,0.5,McKO,1067034,6
12,18:30:00-19:00:00,21.2,1.2,7.3,0.3,McKO,1067034,6
13,19:00:00-19:30:00,7.3,0.2,22.5,0.0,McKO,1067034,6
13,19:30:00-20:00:00,13.7,1.0,14.7,0.7,McKO,1067034,6
14,20:00:00-20:30:00,23.2,2.3,4.3,0.2,McKO,1067034,6
14,20:30:00-21:00:00,12.7,1.3,15.5,0.5,McKO,1067034,6
15,21:00:00-21:30:00,5.7,2.5,21.8,0.0,McKO,1067034,6
15,21:30:00-22:00:00,6.3,1.8,21.5,0.3,McKO,1067034,6
16,22:00:00-22:30:00,25.0,0.8,3.5,0.7,McKO,1067034,6
16,22:30:00-23:00:00,20.5,0.0,9.3,0.2,McKO,1067034,6
17,23:00:00-23:30:00,6.0,2.0,21.8,0.2,McKO,1067034,6
17,23:30:00-0:00:00,0.2,0.8,29,0.0,McKO,1067034,6
18,0:00:00-0:30:00,23.0,0.7,6.3,0.0,McKO,1067034,7
18,0:30:00-1:00:00,23.0,1.0,5.8,0.2,McKO,1067034,7
19,1:00:00-1:30:00,11.8,0.0,18,0.2,McKO,1067034,7
19,1:30:00-2:00:00,16.2,0.0,13.3,0.5,McKO,1067034,7
20,2:00:00-2:30:00,17.7,0.3,11.8,0.2,McKO,1067034,7
20,2:30:00-3:00:00,8.0,1.3,20.3,0.3,McKO,1067034,7
21,3:00:00-3:30:00,16.5,0.0,13.2,0.3,McKO,1067034,7
21,3:30:00-4:00:00,4.8,1.8,23.3,0.0,McKO,1067034,7
22,4:00:00-4:30:00,16.2,3.3,9.7,0.8,McKO,1067034,7
22,4:30:00-5:00:00,4.2,2.2,23.3,0.3,McKO,1067034,7
23,5:00:00-5:30:00,0.0,3.2,26.8,0.0,McKO,1067034,7
23,5:30:00-6:00:00,0.0,4.0,26,0.0,McKO,1067034,7
0,6:00:00-6:30:00,9.7,0.7,19.5,0.2,McKO,1067034,7
0,6:30:00-7:00:00,6.3,1.5,22.2,0.0,McKO,1067034,7
1,7:00:00-7:30:00,0.2,4.5,25.3,0.0,McKO,1067034,7
1,7:30:00-8:00:00,12.5,3.3,13.8,0.3,McKO,1067034,7
2,8:00:00-8:30:00,1.3,4.0,24.7,0.0,McKO,1067034,7
2,8:30:00-9:00:00,0.8,3.7,25.5,0.0,McKO,1067034,7
3,9:00:00-9:30:00,8.0,2.5,19.3,0.2,McKO,1067034,7
3,9:30:00-10:00:00,4.8,1.2,24,0.0,McKO,1067034,7
4,10:00:00-10:30:00,0.8,3.0,26.2,0.0,McKO,1067034,7
4,10:30:00-11:00:00,0.0,5.2,24.8,0.0,McKO,1067034,7
5,11:00:00-11:30:00,15.8,0.2,13.7,0.3,McKO,1067034,7
5,11:30:00-12:00:00,9.5,2.2,18.3,0.0,McKO,1067034,7
6,12:00:00-12:30:00,1.8,2.2,25.8,0.2,McKO,1067034,7
6,12:30:00-13:00:00,5.0,2.5,22.5,0.0,McKO,1067034,7
7,13:00:00-13:30:00,7.8,3.2,18.3,0.7,McKO,1067034,7
7,13:30:00-14:00:00,14.2,1.3,14.3,0.2,McKO,1067034,7
8,14:00:00-14:30:00,0.2,4.2,25.7,0.0,McKO,1067034,7
8,14:30:00-15:00:00,5.5,3.3,20.8,0.3,McKO,1067034,7
9,15:00:00-15:30:00,0.2,3.3,26.5,0.0,McKO,1067034,7
9,15:30:00-16:00:00,14.5,3.3,11.2,1.0,McKO,1067034,7
10,16:00:00-16:30:00,3.8,3.2,23,0.0,McKO,1067034,7
10,16:30:00-17:00:00,10.7,0.5,18.8,0.0,McKO,1067034,7
11,17:00:00-17:30:00,22.0,0.0,7.5,0.5,McKO,1067034,7
11,17:30:00-18:00:00,20.5,0.8,8.3,0.2,McKO,1067034,7
12,18:00:00-18:30:00,11.8,3.5,14.7,0.0,McKO,1067034,7
12,18:30:00-19:00:00,12.2,0.3,17.2,0.3,McKO,1067034,7
13,19:00:00-19:30:00,9.3,2.5,18.2,0.0,McKO,1067034,7
13,19:30:00-20:00:00,1.3,2.3,26.3,0.0,McKO,1067034,7
14,20:00:00-20:30:00,22.5,0.2,6.3,1.0,McKO,1067034,7
14,20:30:00-21:00:00,20.5,0.2,9.2,0.2,McKO,1067034,7
15,21:00:00-21:30:00,5.0,0.3,24.3,0.3,McKO,1067034,7
15,21:30:00-22:00:00,15.2,0.3,14.3,0.2,McKO,1067034,7
16,22:00:00-22:30:00,2.7,3.0,24.3,0.0,McKO,1067034,7
16,22:30:00-23:00:00,10.5,2.3,16.8,0.3,McKO,1067034,7
17,23:00:00-23:30:00,19.7,2.5,7.2,0.7,McKO,1067034,7
17,23:30:00-0:00:00,26.0,0.7,2.8,0.5,McKO,1067034,7
18,0:00:00-0:30:00,7.2,1.5,21.3,0.0,McKO,1067034,8
18,0:30:00-1:00:00,0.7,1.8,27.5,0.0,McKO,1067034,8
19,1:00:00-1:30:00,8.8,3.3,17.8,0.0,McKO,1067034,8
19,1:30:00-2:00:00,15.0,0.3,14.5,0.2,McKO,1067034,8
20,2:00:00-2:30:00,25.2,1.0,3.2,0.7,McKO,1067034,8
20,2:30:00-3:00:00,22.3,0.2,7.2,0.3,McKO,1067034,8
21,3:00:00-3:30:00,10.2,0.7,18.8,0.3,McKO,1067034,8
21,3:30:00-4:00:00,0.5,1.5,28,0.0,McKO,1067034,8
22,4:00:00-4:30:00,9.3,0.3,20.3,0.0,McKO,1067034,8
22,4:30:00-5:00:00,0.0,3.0,27,0.0,McKO,1067034,8
23,5:00:00-5:30:00,7.8,2.2,20,0.0,McKO,1067034,8
23,5:30:00-6:00:00,5.7,1.5,22.8,0.0,McKO,1067034,8
0,6:00:00-6:30:00,6.2,0.8,23,0.0,McKO,1067034,8
0,6:30:00-7:00:00,8.5,3.0,18.5,0.0,McKO,1067034,8
1,7:00:00-7:30:00,18.2,0.5,11.3,0.0,McKO,1067034,8
1,7:30:00-8:00:00,13.3,0.3,16.3,0.0,McKO,1067034,8
2,8:00:00-8:30:00,0.7,3.8,25.5,0.0,McKO,1067034,8
2,8:30:00-9:00:00,5.2,3.0,21.8,0.0,McKO,1067034,8
3,9:00:00-9:30:00,1.0,2.3,26.7,0.0,McKO,1067034,8
3,9:30:00-10:00:00,19.0,0.5,10.5,0.0,McKO,1067034,8
4,10:00:00-10:30:00,5.8,2.2,22,0.0,McKO,1067034,8
4,10:30:00-11:00:00,0.3,2.8,26.8,0.0,McKO,1067034,8
5,11:00:00-11:30:00,8.2,1.2,20.5,0.2,McKO,1067034,8
5,11:30:00-12:00:00,3.3,1.5,25.2,0.0,McKO,1067034,8
6,12:00:00-12:30:00,7.5,1.0,21.2,0.3,McKO,1067034,8
6,12:30:00-13:00:00,12.0,0.3,17.7,0.0,McKO,1067034,8
7,13:00:00-13:30:00,0.3,3.3,26.3,0.0,McKO,1067034,8
7,13:30:00-14:00:00,0.3,3.2,26.5,0.0,McKO,1067034,8
8,14:00:00-14:30:00,11.5,2.2,16.3,0.0,McKO,1067034,8
8,14:30:00-15:00:00,2.5,6.5,21,0.0,McKO,1067034,8
9,15:00:00-15:30:00,15.5,0.5,13.8,0.2,McKO,1067034,8
9,15:30:00-16:00:00,4.5,2.2,23.3,0.0,McKO,1067034,8
10,16:00:00-16:30:00,14.2,5.5,10.3,0.0,McKO,1067034,8
10,16:30:00-17:00:00,21.7,1.5,6.3,0.5,McKO,1067034,8
11,17:00:00-17:30:00,17.7,0.2,12.2,0.0,McKO,1067034,8
11,17:30:00-18:00:00,14.8,2.7,12.2,0.2,McKO,1067034,8
12,18:00:00-18:30:00,10.7,0.8,18.2,0.3,McKO,1067034,8
12,18:30:00-19:00:00,2.7,0.7,26.7,0.0,McKO,1067034,8
13,19:00:00-19:30:00,1.3,3.2,25.5,0.0,McKO,1067034,8
13,19:30:00-20:00:00,7.7,3.5,18.8,0.0,McKO,1067034,8
14,20:00:00-20:30:00,6.3,1.7,22,0.0,McKO,1067034,8
14,20:30:00-21:00:00,10.2,2.2,17.5,0.2,McKO,1067034,8
15,21:00:00-21:30:00,13.8,1.3,14.5,0.3,McKO,1067034,8
15,21:30:00-22:00:00,9.7,0.3,19.8,0.2,McKO,1067034,8
16,22:00:00-22:30:00,18.5,0.8,10.7,0.0,McKO,1067034,8
16,22:30:00-23:00:00,6.3,1.0,22.7,0.0,McKO,1067034,8
17,23:00:00-23:30:00,0.7,3.5,25.8,0.0,McKO,1067034,8
17,23:30:00-0:00:00,18.8,0.3,10.7,0.2,McKO,1067034,8
18,0:00:00-0:30:00,18.2,0.7,11.2,0.0,McKO,1067034,9
18,0:30:00-1:00:00,12.7,0.5,16.8,0.0,McKO,1067034,9
19,1:00:00-1:30:00,0.2,2.7,27.2,0.0,McKO,1067034,9
19,1:30:00-2:00:00,0.3,2.7,27,0.0,McKO,1067034,9
20,2:00:00-2:30:00,5.8,1.5,22.7,0.0,McKO,1067034,9
20,2:30:00-3:00:00,1.3,0.0,28.7,0.0,McKO,1067034,9
21,3:00:00-3:30:00,19.2,0.2,10.7,0.0,McKO,1067034,9
21,3:30:00-4:00:00,14.3,0.3,15.3,0.0,McKO,1067034,9
22,4:00:00-4:30:00,9.2,2.0,18.5,0.3,McKO,1067034,9
22,4:30:00-5:00:00,7.7,1.2,21.2,0.0,McKO,1067034,9
23,5:00:00-5:30:00,8.8,0.3,20.8,0.0,McKO,1067034,9
23,5:30:00-6:00:00,22.0,1.8,6.2,0.0,McKO,1067034,9
0,6:00:00-6:30:00,14.2,0.5,15.2,0.2,McKO,1067034,9
0,6:30:00-7:00:00,1.7,1.5,26.8,0.0,McKO,1067034,9
1,7:00:00-7:30:00,0.5,4.0,25.5,0.0,McKO,1067034,9
1,7:30:00-8:00:00,7.8,2.7,19.5,0.0,McKO,1067034,9
